Time,Team,Operation,BuyVolume,SellVolume,EtfPosition,FuturePosition,EtfPrice,FuturePrice,TotalFees,AccountBalance,ProfitOrLoss,Status
0.000004,Fibar_91810,Tick,0,0,0,0,,,0,0,0,OK
0.000004,StKizziesMiddleSchool_697346,Tick,0,0,0,0,,,0,0,0,OK
0.000004,Galactus_22625,Tick,0,0,0,0,,,0,0,0,OK
0.000004,Buniki_42069,Tick,0,0,0,0,,,0,0,0,OK
0.000004,QuantumGraviton_119372,Tick,0,0,0,0,,,0,0,0,OK
0.000004,O1_204032,Tick,0,0,0,0,,,0,0,0,OK
0.000004,Bloomburglars_314159,Tick,0,0,0,0,,,0,0,0,OK
0.000004,HertaVernello_1,Tick,0,0,0,0,,,0,0,0,OK
0.005654,O1_204032,Disconnect,0,0,0,0,,,0,0,0,
0.013118,StKizziesMiddleSchool_697346,Disconnect,0,0,0,0,,,0,0,0,
0.232295,Fibar_91810,Tick,0,0,0,0,,127900,0,0,0,OK
0.232295,StKizziesMiddleSchool_697346,Tick,0,0,0,0,,127900,0,0,0,OK
0.232295,Galactus_22625,Tick,0,0,0,0,,127900,0,0,0,OK
0.232295,Buniki_42069,Tick,0,0,0,0,,127900,0,0,0,OK
0.232295,QuantumGraviton_119372,Tick,0,0,0,0,,127900,0,0,0,OK
0.232295,O1_204032,Tick,0,0,0,0,,127900,0,0,0,OK
0.232295,Bloomburglars_314159,Tick,0,0,0,0,,127900,0,0,0,OK
0.232295,HertaVernello_1,Tick,0,0,0,0,,127900,0,0,0,OK
0.463646,Fibar_91810,Tick,0,0,0,0,127800,128000,0,0,0,OK
0.463646,StKizziesMiddleSchool_697346,Tick,0,0,0,0,127800,128000,0,0,0,OK
0.463646,Galactus_22625,Tick,0,0,0,0,127800,128000,0,0,0,OK
0.463646,Buniki_42069,Tick,0,0,0,0,127800,128000,0,0,0,OK
0.463646,QuantumGraviton_119372,Tick,0,0,0,0,127800,128000,0,0,0,OK
0.463646,O1_204032,Tick,0,0,0,0,127800,128000,0,0,0,OK
0.463646,Bloomburglars_314159,Tick,10,10,0,0,127800,128000,128,-2128,-2128,OK
0.463646,HertaVernello_1,Tick,10,0,10,-10,127800,128000,256,-256,-2256,OK
0.751718,Fibar_91810,Tick,0,0,0,0,127800,128000,0,0,0,OK
0.751718,StKizziesMiddleSchool_697346,Tick,0,0,0,0,127800,128000,0,0,0,OK
0.751718,Galactus_22625,Tick,0,12,-12,0,127800,128000,-154,1533754,154,OK
