Time,Team,Operation,BuyVolume,SellVolume,EtfPosition,FuturePosition,EtfPrice,FuturePrice,TotalFees,AccountBalance,ProfitOrLoss,Status
0.000003,Galactus_22625,Tick,0,0,0,0,,,0,0,0,OK
0.000003,QuantumGraviton_119372,Tick,0,0,0,0,,,0,0,0,OK
0.000003,Fibar_91810,Tick,0,0,0,0,,,0,0,0,OK
0.000003,leo4048111_999998,Tick,0,0,0,0,,,0,0,0,OK
0.000003,JankyTraders_4444,Tick,0,0,0,0,,,0,0,0,OK
0.000003,Buniki_42069,Tick,0,0,0,0,,,0,0,0,OK
0.248855,Galactus_22625,Tick,0,0,0,0,,127900,0,0,0,OK
0.248855,QuantumGraviton_119372,Tick,0,0,0,0,,127900,0,0,0,OK
0.248855,Fibar_91810,Tick,0,0,0,0,,127900,0,0,0,OK
0.248855,leo4048111_999998,Tick,0,0,0,0,,127900,0,0,0,OK
0.248855,JankyTraders_4444,Tick,0,0,0,0,,127900,0,0,0,OK
0.248855,Buniki_42069,Tick,0,0,0,0,,127900,0,0,0,OK
0.516368,Galactus_22625,Tick,0,0,0,0,,128000,0,0,0,OK
0.516368,QuantumGraviton_119372,Tick,0,0,0,0,,128000,0,0,0,OK
0.516368,Fibar_91810,Tick,0,0,0,0,,128000,0,0,0,OK
0.516368,leo4048111_999998,Tick,0,0,0,0,,128000,0,0,0,OK
0.516368,JankyTraders_4444,Tick,0,0,0,0,,128000,0,0,0,OK
0.516368,Buniki_42069,Tick,0,0,0,0,,128000,0,0,0,OK
0.769171,Galactus_22625,Tick,0,2,-2,0,127800,128000,-26,255626,26,OK
0.769171,QuantumGraviton_119372,Tick,0,3,-3,3,127800,128000,-38,-562,38,OK
0.769171,Fibar_91810,Tick,0,0,0,0,127800,128000,0,0,0,OK
0.769171,leo4048111_999998,Tick,0,0,0,0,127800,128000,0,0,0,OK
0.769171,JankyTraders_4444,Tick,20,0,20,-20,127800,128000,512,1488,-2512,OK
0.769171,Buniki_42069,Tick,0,0,0,0,127800,128000,0,0,0,OK
1.033974,Galactus_22625,Tick,7,5,2,1,127600,128000,-153,-382147,1453,OK
1.033974,QuantumGraviton_119372,Tick,3,3,0,0,127600,128000,39,-339,-339,OK
1.033974,Fibar_91810,Tick,0,0,0,0,127600,128000,0,0,0,OK
1.033974,leo4048111_999998,Tick,0,0,0,0,127600,128000,0,0,0,OK
1.033974,JankyTraders_4444,Tick,20,0,20,-20,127600,128000,512,1488,-2512,OK
1.033974,Buniki_42069,Tick,0,0,0,0,127600,128000,0,0,0,OK
1.231175,Galactus_22625,Tick,45,5,40,0,127700,128100,-638,-5106262,9738,OK
1.231175,QuantumGraviton_119372,Tick,3,3,0,0,127700,128100,39,-339,-339,OK
1.231175,Fibar_91810,Tick,0,0,0,0,127700,128100,0,0,0,OK
1.231175,leo4048111_999998,Tick,0,0,0,0,127700,128100,0,0,0,OK
1.231175,JankyTraders_4444,Tick,20,0,20,-20,127700,128100,512,1488,-2512,OK
1.231175,Buniki_42069,Tick,0,0,0,0,127700,128100,0,0,0,OK
1.511049,Galactus_22625,Tick,45,9,36,-1,128300,128400,-689,-4464811,25589,OK
1.511049,QuantumGraviton_119372,Tick,3,3,0,0,128300,128400,39,-339,-339,OK
1.511049,Fibar_91810,Tick,0,0,0,0,128300,128400,0,0,0,OK
1.511049,leo4048111_999998,Tick,0,0,0,0,128300,128400,0,0,0,OK
1.511049,JankyTraders_4444,Tick,20,0,20,-20,128300,128400,512,1488,-512,OK
1.511049,Buniki_42069,Tick,4,0,4,-4,128300,128400,103,-503,-903,OK
1.702608,Galactus_22625,Tick,45,9,36,-2,128300,128400,-689,-4336611,25389,OK
1.702608,QuantumGraviton_119372,Tick,3,3,0,0,128300,128400,39,-339,-339,OK
1.702608,Fibar_91810,Tick,0,0,0,0,128300,128400,0,0,0,OK
1.702608,leo4048111_999998,Tick,0,0,0,0,128300,128400,0,0,0,OK
1.702608,JankyTraders_4444,Tick,20,0,20,-20,128300,128400,512,1488,-512,OK
1.702608,Buniki_42069,Tick,4,0,4,-4,128300,128400,103,-503,-903,OK
2.048925,Galactus_22625,Tick,45,44,1,-3,128500,128200,-1139,289539,33339,OK
2.048925,QuantumGraviton_119372,Tick,3,6,-3,3,128500,128200,1,-601,-1201,OK
2.048925,Fibar_91810,Tick,0,0,0,0,128500,128200,0,0,0,OK
2.048925,leo4048111_999998,Tick,0,0,0,0,128500,128200,0,0,0,OK
2.048925,JankyTraders_4444,Tick,20,0,20,-20,128500,128200,512,1488,5488,OK
2.048925,Buniki_42069,Tick,4,0,4,-4,128500,128200,103,-503,297,OK
2.214628,Galactus_22625,Tick,45,44,1,-2,128500,128200,-1139,161239,33239,OK
2.214628,QuantumGraviton_119372,Tick,3,6,-3,3,128500,128200,1,-601,-1201,OK
2.214628,Fibar_91810,Tick,0,0,0,0,128500,128200,0,0,0,OK
2.214628,leo4048111_999998,Tick,0,0,0,0,128500,128200,0,0,0,OK
2.214628,JankyTraders_4444,Tick,20,0,20,-20,128500,128200,512,1488,5488,OK
2.214628,Buniki_42069,Tick,4,0,4,-4,128500,128200,103,-503,297,OK
2.545820,Galactus_22625,Tick,45,71,-26,-1,128700,128200,-1486,3508086,41486,OK
2.545820,QuantumGraviton_119372,Tick,3,9,-6,6,128700,128200,-38,-1762,-2962,OK
2.545820,Fibar_91810,Tick,0,0,0,0,128700,128200,0,0,0,OK
2.545820,leo4048111_999998,Tick,0,0,0,0,128700,128200,0,0,0,OK
2.545820,JankyTraders_4444,Tick,20,0,20,-20,128700,128200,512,1488,5488,OK
2.545820,Buniki_42069,Tick,4,0,4,-4,128700,128200,103,-503,297,OK
2.733679,Galactus_22625,Tick,45,106,-61,0,128600,128200,-586,7879286,46886,OK
2.733679,QuantumGraviton_119372,Tick,6,9,-3,3,128600,128200,-77,-1723,-2323,OK
2.733679,Fibar_91810,Tick,0,0,0,0,128600,128200,0,0,0,OK
2.733679,leo4048111_999998,Tick,0,0,0,0,128600,128200,0,0,0,OK
2.733679,JankyTraders_4444,Tick,20,0,20,-20,128600,128200,512,1488,5488,OK
2.733679,Buniki_42069,Tick,4,0,4,-4,128600,128200,103,-503,297,OK
2.968238,Galactus_22625,Tick,45,138,-93,1,128700,129100,-997,11865997,7397,OK
2.968238,QuantumGraviton_119372,Tick,34,15,19,-19,128700,129100,566,5234,1434,OK
2.968238,Fibar_91810,Tick,0,0,0,0,128700,129100,0,0,0,OK
2.968238,leo4048111_999998,Tick,0,0,0,0,128700,129100,0,0,0,OK
2.968238,JankyTraders_4444,Tick,30,0,30,-30,128700,129100,769,4231,-1769,OK
2.968238,Buniki_42069,Tick,4,0,4,-4,128700,129100,103,-503,-1303,OK
3.209672,Galactus_22625,Tick,45,138,-93,2,128700,129000,-997,11736897,16497,OK
3.209672,QuantumGraviton_119372,Tick,34,15,19,-19,128700,129000,566,5234,1434,OK
3.209672,Fibar_91810,Tick,0,0,0,0,128700,129000,0,0,0,OK
3.209672,leo4048111_999998,Tick,0,0,0,0,128700,129000,0,0,0,OK
3.209672,JankyTraders_4444,Tick,30,0,30,-30,128700,129000,769,4231,-1769,OK
3.209672,Buniki_42069,Tick,4,0,4,-4,128700,129000,103,-503,-1303,OK
3.471618,Galactus_22625,Tick,45,138,-93,3,128700,129100,-997,11607897,7497,OK
3.471618,QuantumGraviton_119372,Tick,34,15,19,-19,128700,129100,566,5234,1434,OK
3.471618,Fibar_91810,Tick,0,0,0,0,128700,129100,0,0,0,OK
3.471618,leo4048111_999998,Tick,0,0,0,0,128700,129100,0,0,0,OK
3.471618,JankyTraders_4444,Tick,30,0,30,-30,128700,129100,769,4231,-1769,OK
3.471618,Buniki_42069,Tick,4,0,4,-4,128700,129100,103,-503,-1303,OK
3.778466,Galactus_22625,Tick,96,138,-42,4,128900,128900,318,4903482,5282,OK
3.778466,QuantumGraviton_119372,Tick,34,15,19,-19,128900,128900,566,5234,5234,OK
3.778466,Fibar_91810,Tick,0,0,0,0,128900,128900,0,0,0,OK
3.778466,leo4048111_999998,Tick,0,0,0,0,128900,128900,0,0,0,OK
3.778466,JankyTraders_4444,Tick,30,0,30,-30,128900,128900,769,4231,4231,OK
3.778466,Buniki_42069,Tick,4,0,4,-4,128900,128900,103,-503,-503,OK
3.969781,Galactus_22625,Tick,96,138,-42,5,128900,128700,318,4774582,4282,OK
3.969781,QuantumGraviton_119372,Tick,34,15,19,-19,128900,128700,566,5234,9034,OK
3.969781,Fibar_91810,Tick,0,0,0,0,128900,128700,0,0,0,OK
3.969781,leo4048111_999998,Tick,0,0,0,0,128900,128700,0,0,0,OK
3.969781,JankyTraders_4444,Tick,30,0,30,-30,128900,128700,769,4231,10231,OK
3.969781,Buniki_42069,Tick,4,0,4,-4,128900,128700,103,-503,297,OK
4.217395,Galactus_22625,Tick,96,138,-42,6,128900,128700,318,4645582,3982,OK
4.217395,QuantumGraviton_119372,Tick,34,15,19,-19,128900,128700,566,5234,9034,OK
4.217395,Fibar_91810,Tick,0,0,0,0,128900,128700,0,0,0,OK
4.217395,leo4048111_999998,Tick,0,0,0,0,128900,128700,0,0,0,OK
4.217395,JankyTraders_4444,Tick,30,0,30,-30,128900,128700,769,4231,10231,OK
4.217395,Buniki_42069,Tick,4,0,4,-4,128900,128700,103,-503,297,OK
4.499961,Galactus_22625,Tick,112,138,-26,7,129000,128700,112,2452988,2488,OK
4.499961,QuantumGraviton_119372,Tick,34,15,19,-19,129000,128700,566,5234,9034,OK
4.499961,Fibar_91810,Tick,0,0,0,0,129000,128700,0,0,0,OK
4.499961,leo4048111_999998,Tick,0,0,0,0,129000,128700,0,0,0,OK
4.499961,JankyTraders_4444,Tick,30,16,14,-14,129000,128700,1181,7019,9819,OK
4.499961,Buniki_42069,Tick,4,0,4,-4,129000,128700,103,-503,297,OK
4.728788,Galactus_22625,Tick,112,138,-26,8,129000,128700,112,2324188,2388,OK
4.728788,QuantumGraviton_119372,Tick,34,15,19,-19,129000,128700,566,5234,9034,OK
4.728788,Fibar_91810,Tick,0,0,0,0,129000,128700,0,0,0,OK
4.728788,leo4048111_999998,Tick,0,0,0,0,129000,128700,0,0,0,OK
4.728788,JankyTraders_4444,Tick,30,16,14,-14,129000,128700,1181,7019,9819,OK
4.728788,Buniki_42069,Tick,4,0,4,-4,129000,128700,103,-503,297,OK
4.734961,leo4048111_999998,Disconnect,0,10,-10,0,128900,128700,258,1288742,-258,
4.964447,Galactus_22625,Tick,135,138,-3,9,128900,128700,-185,-769015,2585,OK
4.964447,QuantumGraviton_119372,Tick,34,18,16,-16,128900,128700,643,5457,8657,OK
4.964447,Fibar_91810,Tick,0,0,0,0,128900,128700,0,0,0,OK
4.964447,leo4048111_999998,Tick,0,10,-10,0,128900,128700,258,1288742,-258,OK
4.964447,JankyTraders_4444,Tick,30,26,4,-4,128900,128700,1439,7761,8561,OK
4.964447,Buniki_42069,Tick,4,0,4,-4,128900,128700,103,-503,297,OK
5.256525,Galactus_22625,Tick,135,138,-3,8,128900,128700,-185,-640315,2585,OK
5.256525,QuantumGraviton_119372,Tick,34,18,16,-16,128900,128700,643,5457,8657,OK
5.256525,Fibar_91810,Tick,0,0,0,0,128900,128700,0,0,0,OK
5.256525,leo4048111_999998,Tick,0,10,-10,0,128900,128700,258,1288742,-258,OK
5.256525,JankyTraders_4444,Tick,30,26,4,-4,128900,128700,1439,7761,8561,OK
5.256525,Buniki_42069,Tick,4,0,4,-4,128900,128700,103,-503,297,OK
5.459007,Galactus_22625,Tick,135,138,-3,7,128900,128700,-185,-511615,2585,OK
5.459007,QuantumGraviton_119372,Tick,34,18,16,-16,128900,128700,643,5457,8657,OK
5.459007,Fibar_91810,Tick,0,0,0,0,128900,128700,0,0,0,OK
5.459007,leo4048111_999998,Tick,0,10,-10,0,128900,128700,258,1288742,-258,OK
5.459007,JankyTraders_4444,Tick,30,26,4,-4,128900,128700,1439,7761,8561,OK
5.459007,Buniki_42069,Tick,4,0,4,-4,128900,128700,103,-503,297,OK
5.749516,Galactus_22625,Tick,138,138,0,6,128900,128700,-108,-769692,2508,OK
5.749516,QuantumGraviton_119372,Tick,34,21,13,-13,128900,128700,604,5496,8096,OK
5.749516,Fibar_91810,Tick,0,0,0,0,128900,128700,0,0,0,OK
5.749516,leo4048111_999998,Tick,0,10,-10,0,128900,128700,258,1288742,-258,OK
5.749516,JankyTraders_4444,Tick,30,26,4,-4,128900,128700,1439,7761,8561,OK
5.749516,Buniki_42069,Tick,4,0,4,-4,128900,128700,103,-503,297,OK
6.035975,Galactus_22625,Tick,155,138,17,5,128800,128400,-327,-2830773,-2573,OK
6.035975,QuantumGraviton_119372,Tick,47,21,26,-26,128800,128400,436,-2136,3064,OK
6.035975,Fibar_91810,Tick,0,0,0,0,128800,128400,0,0,0,OK
6.035975,leo4048111_999998,Tick,0,10,-10,0,128800,128400,258,1288742,2742,OK
6.035975,JankyTraders_4444,Tick,30,26,4,-4,128800,128400,1439,7761,8561,OK
6.035975,Buniki_42069,Tick,4,0,4,-4,128800,128400,103,-503,297,OK
6.297664,Galactus_22625,Tick,238,138,100,4,128400,128400,-1395,-13382205,-28605,OK
6.297664,QuantumGraviton_119372,Tick,47,72,-25,25,128400,128400,1750,16950,16950,OK
6.297664,Fibar_91810,Tick,0,100,-100,100,128400,128400,2570,3030,3030,OK
6.297664,leo4048111_999998,Tick,0,10,-10,0,128400,128400,258,1288742,4742,OK
6.297664,JankyTraders_4444,Tick,30,26,4,-4,128400,128400,1439,7761,7761,OK
6.297664,Buniki_42069,Tick,72,0,72,-72,128400,128400,-770,-13278,-13278,OK
6.453642,Galactus_22625,Tick,238,138,100,3,127800,128400,-1395,-13253905,-48705,OK
6.453642,QuantumGraviton_119372,Tick,47,72,-25,25,127800,128400,1750,16950,21950,OK
6.453642,Fibar_91810,Tick,0,100,-100,100,127800,128400,2570,3030,23030,OK
6.453642,leo4048111_999998,Tick,0,10,-10,0,127800,128400,258,1288742,6742,OK
6.453642,JankyTraders_4444,Tick,30,26,4,-4,127800,128400,1439,7761,6961,OK
6.453642,Buniki_42069,Tick,72,0,72,-72,127800,128400,-770,-13278,-27678,OK
6.759855,Galactus_22625,Tick,238,138,100,2,127800,128400,-1395,-13125605,-48805,OK
6.759855,QuantumGraviton_119372,Tick,47,72,-25,25,127800,128400,1750,16950,21950,OK
6.759855,Fibar_91810,Tick,0,100,-100,100,127800,128400,2570,3030,23030,OK
6.759855,leo4048111_999998,Tick,0,10,-10,0,127800,128400,258,1288742,6742,OK
6.759855,JankyTraders_4444,Tick,30,26,4,-4,127800,128400,1439,7761,6961,OK
6.759855,Buniki_42069,Tick,72,0,72,-72,127800,128400,-770,-13278,-27678,OK
6.985683,Galactus_22625,Tick,238,138,100,1,127800,128400,-1395,-12997305,-48905,OK
6.985683,QuantumGraviton_119372,Tick,47,72,-25,25,127800,128400,1750,16950,21950,OK
6.985683,Fibar_91810,Tick,0,100,-100,100,127800,128400,2570,3030,23030,OK
6.985683,leo4048111_999998,Tick,0,10,-10,0,127800,128400,258,1288742,6742,OK
6.985683,JankyTraders_4444,Tick,30,26,4,-4,127800,128400,1439,7761,6961,OK
6.985683,Buniki_42069,Tick,72,0,72,-72,127800,128400,-770,-13278,-27678,OK
7.236501,Galactus_22625,Tick,238,138,100,0,127800,128400,-1395,-12869005,-49005,OK
7.236501,QuantumGraviton_119372,Tick,47,72,-25,25,127800,128400,1750,16950,21950,OK
7.236501,Fibar_91810,Tick,0,100,-100,100,127800,128400,2570,3030,23030,OK
7.236501,leo4048111_999998,Tick,0,10,-10,0,127800,128400,258,1288742,6742,OK
7.236501,JankyTraders_4444,Tick,30,26,4,-4,127800,128400,1439,7761,6961,OK
7.236501,Buniki_42069,Tick,72,0,72,-72,127800,128400,-770,-13278,-27678,OK
7.509517,Galactus_22625,Tick,238,138,100,-1,127800,128300,-1395,-12741005,-59305,OK
7.509517,QuantumGraviton_119372,Tick,47,72,-25,25,127800,128300,1750,16950,21950,OK
7.509517,Fibar_91810,Tick,0,100,-100,100,127800,128300,2570,3030,23030,OK
7.509517,leo4048111_999998,Tick,0,10,-10,0,127800,128300,258,1288742,7742,OK
7.509517,JankyTraders_4444,Tick,30,26,4,-4,127800,128300,1439,7761,6961,OK
7.509517,Buniki_42069,Tick,72,0,72,-72,127800,128300,-770,-13278,-27678,OK
7.738061,Galactus_22625,Tick,238,138,100,-2,127800,128300,-1395,-12612905,-59505,OK
7.738061,QuantumGraviton_119372,Tick,47,72,-25,25,127800,128300,1750,16950,21950,OK
7.738061,Fibar_91810,Tick,0,100,-100,100,127800,128300,2570,3030,23030,OK
7.738061,leo4048111_999998,Tick,0,10,-10,0,127800,128300,258,1288742,7742,OK
7.738061,JankyTraders_4444,Tick,30,26,4,-4,127800,128300,1439,7761,6961,OK
7.738061,Buniki_42069,Tick,72,0,72,-72,127800,128300,-770,-13278,-27678,OK
7.956370,Galactus_22625,Tick,238,138,100,-3,127800,128300,-1395,-12484605,-59505,OK
7.956370,QuantumGraviton_119372,Tick,47,72,-25,25,127800,128300,1750,16950,21950,OK
7.956370,Fibar_91810,Tick,0,100,-100,100,127800,128300,2570,3030,23030,OK
7.956370,leo4048111_999998,Tick,0,10,-10,0,127800,128300,258,1288742,7742,OK
7.956370,JankyTraders_4444,Tick,30,26,4,-4,127800,128300,1439,7761,6961,OK
7.956370,Buniki_42069,Tick,72,0,72,-72,127800,128300,-770,-13278,-27678,OK
8.261670,Galactus_22625,Tick,238,138,100,-4,127800,128500,-1395,-12356305,-40305,OK
8.261670,QuantumGraviton_119372,Tick,47,72,-25,25,127800,128500,1750,16950,21950,OK
