Time,Team,Operation,BuyVolume,SellVolume,EtfPosition,FuturePosition,EtfPrice,FuturePrice,TotalFees,AccountBalance,ProfitOrLoss,Status
4e-06,TransitoryDeflation_123412,Tick,0,0,0,0,,,0,0,0,OK
4e-06,Galactus_22625,Tick,0,0,0,0,,,0,0,0,OK
4e-06,RTGA_1,Tick,0,0,0,0,,,0,0,0,OK
4e-06,NeuroTradez_2161,Tick,0,0,0,0,,,0,0,0,OK
4e-06,ykpwnYiILncdTGFN_624649,Tick,0,0,0,0,,,0,0,0,OK
4e-06,Finitist_4274,Tick,0,0,0,0,,,0,0,0,OK
4e-06,JKK_420420,Tick,0,0,0,0,,,0,0,0,OK
4e-06,Risingsun_279620,Tick,0,0,0,0,,,0,0,0,OK
0.227278,TransitoryDeflation_123412,Tick,0,0,0,0,,,0,0,0,OK
0.227278,Galactus_22625,Tick,0,0,0,0,,,0,0,0,OK
0.227278,RTGA_1,Tick,0,0,0,0,,,0,0,0,OK
0.227278,NeuroTradez_2161,Tick,0,0,0,0,,,0,0,0,OK
0.227278,ykpwnYiILncdTGFN_624649,Tick,0,0,0,0,,,0,0,0,OK
0.227278,Finitist_4274,Tick,0,0,0,0,,,0,0,0,OK
0.227278,JKK_420420,Tick,0,0,0,0,,,0,0,0,OK
0.227278,Risingsun_279620,Tick,0,0,0,0,,,0,0,0,OK
0.506112,TransitoryDeflation_123412,Tick,0,0,0,0,,,0,0,0,OK
0.506112,Galactus_22625,Tick,0,0,0,0,,,0,0,0,OK
0.506112,RTGA_1,Tick,0,0,0,0,,,0,0,0,OK
0.506112,NeuroTradez_2161,Tick,0,0,0,0,,,0,0,0,OK
0.506112,ykpwnYiILncdTGFN_624649,Tick,0,0,0,0,,,0,0,0,OK
0.506112,Finitist_4274,Tick,0,0,0,0,,,0,0,0,OK
0.506112,JKK_420420,Tick,0,0,0,0,,,0,0,0,OK
0.506112,Risingsun_279620,Tick,0,0,0,0,,,0,0,0,OK
0.727404,TransitoryDeflation_123412,Tick,0,0,0,0,,,0,0,0,OK
0.727404,Galactus_22625,Tick,0,0,0,0,,,0,0,0,OK
0.727404,RTGA_1,Tick,0,0,0,0,,,0,0,0,OK
0.727404,NeuroTradez_2161,Tick,0,0,0,0,,,0,0,0,OK
0.727404,ykpwnYiILncdTGFN_624649,Tick,0,0,0,0,,,0,0,0,OK
0.727404,Finitist_4274,Tick,0,0,0,0,,,0,0,0,OK
